BeardShapes.com,7,34,$160
gaaj.com,5,25,$146
maintain.io,3,23,$195
JetTyres.com,16,22,$80
visamc.com,16,20,"$1,900"
nvm.net,12,18,$405
Ringtone.info,4,17,$110
jgeg.com,4,15,$105
Review.org,10,13,"$5,001"
fxz.com,14,12,"$11,000"
Dropping.info,11,11,$135
imas.com,10,11,"$2,000"
HealthMedicine.com,14,10,$220
randomwallpapers.com,6,7,$80
exBTC.com,3,7,$158

total-hosting.com,3,6,$85

TopNotchThemes.com,2,6,$30
rctc.com,3,5,$30
touched.info,3,5,$35
CyberAdvertisers.com,16,5,$17
flights.io,7,5,$150
26k.com,15,5,$150
24hourbuys.com,3,5,$50
Extinct.com,17,4,$250
touchdowns.com,17,4,$25

airplanes.net,7,4,"$1,000"
StratfordUponAvon.org,3,4,$14
study.io,7,4,$100
safestoragecloud.com,10,4,$11
yuon.com,5,4,$35
glop.com,5,4,$310
Lafz.com,2,4,$300
AddReminder.com,4,4,$100
dmb.info,4,3,$6
everyask.com,2,3,$6
webhosting2015.com,19,3,$15
cloudsix.com,3,3,$15
ownvideos.com,3,3,$20
DudeSecrets.com,2,3,$40
Obese.net,7,3,$16
predictively.com,16,3,$100
logodesign.info,6,3,$31
ProductDesign.net,4,3,$20
riled.com,5,3,$75
greenelectricityservice.com,10,3,$6
ForexFresh.com,9,3,$25
bagt.com,8,3,$100
webcamvue.com,6,3,$17
ComputerServicer.com,5,3,$100
exactly.io,5,3,$11
sweat.info,2,3,$30

coffeeshop.net,23,3,$60
bdk.net,8,2,$150
sells.io,13,2,$25
Piss.info,4,2,$6
ilmq.com,4,2,$50
Cairo.com,9,2,$6
carspaces.org,8,2,$6
automatedcoding.com,7,2,$6
sexunow.com,23,2,$40
Flavourings.org,6,2,$11
CheapCarsDirect.com,7,2,$6
dxsa.com,6,2,$20
BeQuiz.com,4,2,$6
bestdomainideas.com,4,2,$15
2nu.com,19,2,$75
BloodGlucoseApp.com,19,2,$6
internetofweed.com,10,2,$100
EuroRegistry.com,3,2,$40
articlelist.com,11,2,$150
swapaway.com,10,2,$25
ColorThat.com,2,2,$20


gba.info,2,2,$15

mariachis.com,11,2,$60

tjp.net,13,2,"$2,001"
EgoDiet.com,2,2,$6
jurnal.com,12,2,$111
NowSong.com,8,2,$25
Miau.com,7,2,$800

TrainGames.com,4,2,$599
CookeryWorld.com,2,2,$6
AfterSexSelfie.com,3,2,$45






































































































































